target_col,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instrTxt.started,startMouse.started,instructions.stopped,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,trial.started,square.started,mouse.started,trial_counter.started,instruct.started,trial.stopped,click_times,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,feedback.started,fb.started,trial_counter_2.started,feedback.stopped,fb.stopped,trial_counter_2.stopped,thanks.started,endMsg.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 45,source_file
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.5938796999999,142.6162787000012,,,,,,,,,25_visual_search_2026-02-06_16h02.12.148.csv
,,,,,,,0.0076334000004862,0.0289461000011215,0.007375300001513,54.02870970000004,0.0205555555555555,0.0172222222222222,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,26.0,1.0,2026-02-06_15h57.34.272,visual_search,2024.1.5,,2026-02-06 15h57.53.383819 +0530,,26_visual_search_2026-02-06_15h57.34.272.csv
white,0.0,0.0,0.0,1.0,55.71626660000038,,,,,,,,,,,54.06004480000047,55.71626660000038,0.1084859999991749,55.71626660000038,55.71626660000038,62.95783490000031,"[3.7361648000005516, 4.867395299999771, 6.021161500000744, 7.193273999999292, 8.926095599999826]","[-0.12444444444444444, -0.02277777777777778, 0.06888888888888889, 0.17944444444444443, -0.07555555555555556]","[-0.065, -0.2338888888888889, -0.20833333333333334, -0.20555555555555555, 0.21833333333333332]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[3.6357762000006915, 4.766810999999507, 5.920468199999959, 7.092248099999779, 8.82511440000053]","['target_4', 'target_1', 'target_0', 'target_2', 'target_3']",62.958855400000175,62.97492280000006,62.97492280000006,63.96683500000108,,,,,26.0,1.0,2026-02-06_15h57.34.272,visual_search,2024.1.5,,2026-02-06 15h57.53.383819 +0530,,26_visual_search_2026-02-06_15h57.34.272.csv
red,0.0,1.0,1.0,2.0,64.05597850000049,,,,,,,,,,,63.96794130000126,64.05597850000049,0.0751882000004116,64.05597850000049,64.05597850000049,72.09160180000072,"[3.774557900000218, 4.7804300999996485, 5.78569140000036, 7.00452899999982, 8.131179699999848]","[-0.075, -0.175, -0.19611111111111112, -0.22166666666666668, 0.17888888888888888]","[-0.055, -0.023333333333333334, 0.08888888888888889, -0.16722222222222222, -0.01888888888888889]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[3.702141900001152, 4.708400400000755, 5.7130778999999166, 6.931875800000853, 8.05859480000072]","['target_4', 'target_3', 'target_1', 'target_2', 'target_0']",72.0923199000008,72.09967040000083,72.09967040000083,73.09874180000043,,,,,26.0,1.0,2026-02-06_15h57.34.272,visual_search,2024.1.5,,2026-02-06 15h57.53.383819 +0530,,26_visual_search_2026-02-06_15h57.34.272.csv
white,0.0,2.0,2.0,0.0,73.20273180000004,,,,,,,,,,,73.09954490000018,73.20273180000004,0.083092700000634,73.20273180000004,73.20273180000004,79.47083620000012,"[1.7081047000010585, 2.324546100000589, 4.394994800000859, 5.3167463000008865, 6.376862700000856]","[-0.19833333333333333, -0.09277777777777778, 0.08166666666666667, 0.08, 0.1638888888888889]","[0.24333333333333335, 0.23222222222222222, 0.08444444444444445, 0.006111111111111111, -0.013888888888888888]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.6305879999999888, 2.661438499999349, 4.316822999999204, 5.23852319999969, 6.298692799999117]","['target_4', 'target_1', 'target_2', 'target_3', 'target_0']",79.47149020000143,79.47930860000088,79.47930860000088,80.4658443999997,80.57621980000113,80.57621980000113,,,26.0,1.0,2026-02-06_15h57.34.272,visual_search,2024.1.5,,2026-02-06 15h57.53.383819 +0530,,26_visual_search_2026-02-06_15h57.34.272.csv
white,1.0,0.0,3.0,0.0,80.57621980000113,,,,,,,,,,,80.46654990000025,80.57621980000113,0.0773241999995661,80.57621980000113,80.57621980000113,87.32400469999993,"[1.9448941999999079, 2.915214399999968, 4.288577799999985, 5.514602699999159, 6.850831699999617]","[0.021666666666666667, 0.18333333333333332, 0.012222222222222223, -0.17166666666666666, 0.18944444444444444]","[0.21722222222222223, 0.19777777777777777, 0.051111111111111114, -0.0044444444444444444, -0.06444444444444444]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.8736291999994137, 2.84338310000021, 4.216575500000545, 5.442511100000047, 6.77892840000095]","['target_2', 'target_3', 'target_4', 'target_0', 'target_1']",87.32471170000099,87.33255110000027,87.33255110000027,88.33075860000099,,,,,26.0,1.0,2026-02-06_15h57.34.272,visual_search,2024.1.5,,2026-02-06 15h57.53.383819 +0530,,26_visual_search_2026-02-06_15h57.34.272.csv
red,1.0,1.0,4.0,2.0,88.42306290000124,,,,,,,,,,,88.33198000000084,88.42306290000124,0.0755349999999452,88.42306290000124,88.42306290000124,95.00103300000046,"[1.9553056999993714, 3.109252899999774, 4.032945299999483, 5.330224899998939, 6.674867300000187]","[-0.19444444444444445, -0.06055555555555556, 0.015, 0.20833333333333334, 0.22833333333333333]","[0.15777777777777777, 0.03277777777777778, -0.03277777777777778, 0.26, -0.013333333333333334]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.8849408000005496, 3.038663600000291, 3.9627897999998822, 5.259381500000018, 6.603999599999952]","['target_3', 'target_2', 'target_1', 'target_0', 'target_4']",95.0016840999997,95.0094140000001,95.0094140000001,95.99685450000106,96.08908530000008,96.08908530000008,,,26.0,1.0,2026-02-06_15h57.34.272,visual_search,2024.1.5,,2026-02-06 15h57.53.383819 +0530,,26_visual_search_2026-02-06_15h57.34.272.csv
white,1.0,2.0,5.0,1.0,96.08908530000008,,,,,,,,,,,95.99760250000143,96.08908530000008,0.0594371999995928,96.08908530000008,96.08908530000008,103.330574900001,"[1.2178285000009055, 2.9669192000001203, 4.552143099999739, 5.772590200000195, 7.32653449999998]","[-0.04888888888888889, -0.22444444444444445, -0.013888888888888888, 0.02, 0.10444444444444445]","[0.23777777777777778, -0.10277777777777777, 0.0022222222222222222, -0.13555555555555557, -0.15166666666666667]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.1615068999999494, 2.910163900000043, 4.495596500000829, 5.715977900001235, 7.270305400001234]","['target_2', 'target_1', 'target_4', 'target_3', 'target_0']",103.33167370000048,103.3416326000006,103.3416326000006,104.32787570000072,104.41448570000102,104.41448570000102,,,26.0,1.0,2026-02-06_15h57.34.272,visual_search,2024.1.5,,2026-02-06 15h57.53.383819 +0530,,26_visual_search_2026-02-06_15h57.34.272.csv
white,2.0,0.0,6.0,0.0,104.41448570000102,,,,,,,,,,,104.32831910000095,104.41448570000102,0.060794299999543,104.41448570000102,104.41448570000102,111.56115230000069,"[2.1811484999998356, 3.66026520000014, 4.971213099999659, 6.088514600000053, 7.227959300000293]","[0.10222222222222223, -0.11222222222222222, -0.08, 0.06111111111111111, 0.17833333333333334]","[-0.09833333333333333, -0.1288888888888889, -0.23, -0.18444444444444444, -0.20944444444444443]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[2.1263629000004585, 3.6049495000006573, 4.91573199999948, 6.033005299999786, 7.1724255999997695]","['target_1', 'target_2', 'target_0', 'target_4', 'target_3']",111.56183670000064,111.5695549000011,111.5695549000011,112.56148810000012,112.65328729999965,112.65328729999965,,,26.0,1.0,2026-02-06_15h57.34.272,visual_search,2024.1.5,,2026-02-06 15h57.53.383819 +0530,,26_visual_search_2026-02-06_15h57.34.272.csv
red,2.0,1.0,7.0,2.0,112.65328729999965,,,,,,,,,,,112.56235590000142,112.65328729999965,0.0691892000013467,112.65328729999965,112.65328729999965,118.25506230000065,"[1.4492089000013948, 2.5702817000001232, 3.495971100001043, 4.586689400000978, 5.691794300000765]","[-0.11833333333333333, 0.11388888888888889, 0.125, 0.06222222222222222, -0.085]","[0.16055555555555556, 0.19444444444444445, -0.06555555555555556, -0.16833333333333333, -0.21444444444444444]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.385407199999463, 2.506174000000101, 3.4317886000008, 4.522487100000944, 5.627429699999993]","['target_1', 'target_2', 'target_0', 'target_3', 'target_4']",118.25576040000124,118.2635418000009,118.2635418000009,119.2594208999999,,,,,26.0,1.0,2026-02-06_15h57.34.272,visual_search,2024.1.5,,2026-02-06 15h57.53.383819 +0530,,26_visual_search_2026-02-06_15h57.34.272.csv
white,2.0,2.0,8.0,1.0,119.35110150000035,,,,,,,,,,,119.26034980000075,119.35110150000035,0.0731790999998338,119.35110150000035,119.35110150000035,125.00742890000038,"[1.2544137999993836, 2.551465599999574, 3.5317950999997265, 4.5891131999997015, 5.750034400000004]","[-0.20722222222222222, -0.225, -0.21611111111111111, -0.1438888888888889, -0.04611111111111111]","[0.2477777777777778, -0.12833333333333333, -0.21611111111111111, -0.07555555555555556, -0.15055555555555555]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.1869150000002264, 2.48335600000064, 3.4634743000005983, 4.520879700001387, 5.681760600000416]","['target_0', 'target_4', 'target_3', 'target_2', 'target_1']",125.00808150000012,125.0159177000005,125.0159177000005,126.0086640999998,126.10054740000125,126.10054740000125,,,26.0,1.0,2026-02-06_15h57.34.272,visual_search,2024.1.5,,2026-02-06 15h57.53.383819 +0530,,26_visual_search_2026-02-06_15h57.34.272.csv
red,3.0,0.0,9.0,2.0,126.10054740000125,,,,,,,,,,,126.00936960000035,126.10054740000125,0.0693933000002289,126.10054740000125,126.10054740000125,131.88128479999978,"[1.3393080999994709, 2.407885799999349, 3.7492525999987265, 4.731476699998893, 5.8717184999986785]","[-0.13277777777777777, 0.04388888888888889, 0.1711111111111111, -0.049444444444444444, -0.165]","[0.07833333333333334, 0.08333333333333333, -0.03888888888888889, -0.04055555555555555, -0.17055555555555554]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.2767198999990796, 2.345675599999595, 3.686263899999176, 4.668415399999503, 5.808620699999665]","['target_0', 'target_1', 'target_3', 'target_2', 'target_4']",131.8819069000001,131.8901904000013,131.8901904000013,132.87532269999974,132.96225510000113,132.96225510000113,,,26.0,1.0,2026-02-06_15h57.34.272,visual_search,2024.1.5,,2026-02-06 15h57.53.383819 +0530,,26_visual_search_2026-02-06_15h57.34.272.csv
white,3.0,1.0,10.0,1.0,132.96225510000113,,,,,,,,,,,132.87609140000131,132.96225510000113,0.0584797999999864,132.96225510000113,132.96225510000113,140.35665830000107,"[1.3149329999996553, 2.388205499999458, 3.649445899998682, 4.6257257999986905, 7.473205699998289]","[-0.15833333333333333, -0.2477777777777778, 0.07833333333333334, 0.04388888888888889, 0.19333333333333333]","[0.10833333333333334, 0.06, -0.03611111111111111, -0.13777777777777778, -0.09055555555555556]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.2597661999989214, 2.3329690999999, 3.593715199998769, 4.570000499999878, 7.417502199999944]","['target_2', 'target_4', 'target_3', 'target_0', 'target_1']",140.3573832000002,140.3654641000012,140.3654641000012,141.35716409999986,141.44267070000024,141.44267070000024,,,26.0,1.0,2026-02-06_15h57.34.272,visual_search,2024.1.5,,2026-02-06 15h57.53.383819 +0530,,26_visual_search_2026-02-06_15h57.34.272.csv
white,3.0,2.0,11.0,0.0,141.44267070000024,,,,,,,,,,,141.357882100001,141.44267070000024,0.0635041000005003,141.44267070000024,141.44267070000024,146.6862987000004,"[1.1262421999999788, 2.154866700000639, 3.0035251999997854, 3.4413863999998284, 5.32745149999937]","[-0.10333333333333333, -0.2222222222222222, -0.16055555555555556, -0.19666666666666666, -0.06888888888888889]","[0.19166666666666668, 0.04888888888888889, -0.07, -0.1661111111111111, 0.029444444444444443]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.0660609000005934, 2.0943015000011656, 2.943095500000709, 3.8013217999996414, 5.266660700001012]","['target_2', 'target_4', 'target_3', 'target_0', 'target_1']",146.68692850000116,146.6949622000011,146.6949622000011,147.6885216999999,,,,,26.0,1.0,2026-02-06_15h57.34.272,visual_search,2024.1.5,,2026-02-06 15h57.53.383819 +0530,,26_visual_search_2026-02-06_15h57.34.272.csv
red,4.0,0.0,12.0,2.0,147.77698480000072,,,,,,,,,,,147.68927000000076,147.77698480000072,0.0682123000005958,147.77698480000072,147.77698480000072,154.0992634000013,"[1.7695509000004677, 2.8204440000008617, 4.000934900001084, 5.371387400000458, 6.410828199999742]","[-0.15444444444444444, -0.019444444444444445, 0.19333333333333333, 0.006111111111111111, -0.15]","[0.16444444444444445, 0.12111111111111111, 0.08444444444444445, -0.15833333333333333, -0.10111111111111111]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.7044776999991882, 2.755202399999689, 3.9355696000002354, 5.306112599999324, 6.345437599999059]","['target_4', 'target_2', 'target_1', 'target_3', 'target_0']",154.09994860000006,154.107907900001,154.107907900001,155.10438980000072,,,,,26.0,1.0,2026-02-06_15h57.34.272,visual_search,2024.1.5,,2026-02-06 15h57.53.383819 +0530,,26_visual_search_2026-02-06_15h57.34.272.csv
white,4.0,1.0,13.0,1.0,155.19835539999983,,,,,,,,,,,155.1052765000004,155.19835539999983,0.0755026999995607,155.19835539999983,155.19835539999983,161.66470750000008,"[1.383783699999185, 2.8710931000005075, 4.153268799998841, 5.271033999999418, 6.561996399999771]","[-0.1411111111111111, 0.03833333333333333, -0.17333333333333334, 0.025, 0.23166666666666666]","[0.045, -0.07444444444444444, -0.17666666666666667, -0.20777777777777778, 0.18888888888888888]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.3116494999994757, 2.7991984999989654, 4.080887899999652, 5.1991866999997, 6.490381599998727]","['target_3', 'target_1', 'target_4', 'target_0', 'target_2']",161.66590180000094,161.67609430000084,161.67609430000084,162.66953410000133,,,,,26.0,1.0,2026-02-06_15h57.34.272,visual_search,2024.1.5,,2026-02-06 15h57.53.383819 +0530,,26_visual_search_2026-02-06_15h57.34.272.csv
white,4.0,2.0,14.0,0.0,162.76895890000014,,,,,,,,,,,162.67026890000125,162.76895890000014,0.0808170000000245,162.76895890000014,162.76895890000014,169.0232801000002,"[1.5845778999992035, 2.687591199999588, 3.7754332999993494, 4.990211799999088, 6.355837600000086]","[-0.06888888888888889, 0.058333333333333334, -0.06777777777777778, 0.1688888888888889, 0.04833333333333333]","[0.09777777777777778, 0.13833333333333334, 0.0, 0.03722222222222222, -0.145]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.5072086999989551, 2.6097768999989057, 3.697481199998947, 4.912382399999842, 6.27790719999939]","['target_1', 'target_2', 'target_3', 'target_0', 'target_4']",169.023988500001,169.03202360000068,169.03202360000068,170.0203220000003,170.04095120000056,170.04095120000056,,,26.0,1.0,2026-02-06_15h57.34.272,visual_search,2024.1.5,,2026-02-06 15h57.53.383819 +0530,,26_visual_search_2026-02-06_15h57.34.272.csv
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0204887,170.04095120000056,,,,,,,,,26_visual_search_2026-02-06_15h57.34.272.csv
,,,,,,,0.014066200000002,0.0202896000000123,0.0137663999999517,24.988665499999968,-0.0755555555555555,0.1911111111111111,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,27.0,1.0,2026-02-07_05h42.18.301,visual_search,2024.1.5,,2026-02-07 05h43.51.340644 +0530,,27_visual_search_2026-02-07_05h42.18.301.csv
white,0.0,0.0,0.0,0.0,25.09777759999997,,,,,,,,,,,25.02542990000001,25.09777759999997,0.0884249999999724,25.09777759999997,25.09777759999997,31.401550999999984,"[1.1978791999999885, 2.5267888999999855, 3.7321804000000043, 5.120272199999988, 6.407901999999979]","[-0.03611111111111111, -0.24833333333333332, -0.2388888888888889, -0.21333333333333335, 0.2311111111111111]","[0.095, 0.008333333333333333, -0.24944444444444444, -0.14722222222222223, 0.10111111111111111]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.1147066999999993, 2.4439821999999936, 3.64922729999995, 5.038077799999996, 6.324825299999986]","['target_1', 'target_0', 'target_3', 'target_4', 'target_2']",31.40509800000001,31.417545200000006,31.417545200000006,32.402835100000004,32.466274,32.466274,,,27.0,1.0,2026-02-07_05h42.18.301,visual_search,2024.1.5,,2026-02-07 05h43.51.340644 +0530,,27_visual_search_2026-02-07_05h42.18.301.csv
white,0.0,1.0,1.0,1.0,32.466274,,,,,,,,,,,32.40325180000002,32.466274,0.0460643999999774,32.466274,32.466274,39.20596219999999,"[1.1649097000000097, 2.450486099999978, 4.440721800000006, 5.416612799999996, 6.79946289999998]","[0.23666666666666666, -0.17777777777777778, 0.19055555555555556, 0.15944444444444444, -0.20055555555555554]","[0.12111111111111111, 0.25555555555555554, -0.034444444444444444, 0.095, -0.07111111111111111]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.121336499999984, 2.406599099999994, 4.396569699999986, 5.372502300000008, 6.755482700000016]","['target_0', 'target_1', 'target_3', 'target_4', 'target_2']",39.20648970000002,39.21309630000002,39.21309630000002,40.201745200000005,40.27526660000001,40.27526660000001,,,27.0,1.0,2026-02-07_05h42.18.301,visual_search,2024.1.5,,2026-02-07 05h43.51.340644 +0530,,27_visual_search_2026-02-07_05h42.18.301.csv
red,0.0,2.0,2.0,2.0,40.27526660000001,,,,,,,,,,,40.20214440000001,40.27526660000001,0.0464499000000273,40.27526660000001,40.27526660000001,46.53986579999997,"[2.192252900000028, 3.2064311999999973, 4.172616699999992, 5.106875800000012, 6.33176560000004]","[-0.027777777777777776, 0.056666666666666664, 0.22166666666666668, 0.12111111111111111, 0.12444444444444444]","[-0.08388888888888889, -0.205, -0.04888888888888889, 0.06388888888888888, 0.2222222222222222]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[2.149505799999986, 3.164719699999978, 4.129742799999974, 5.065325799999982, 6.289121899999998]","['target_2', 'target_0', 'target_1', 'target_4', 'target_3']",46.54035929999998,46.54760019999998,46.54760019999998,47.5336944,47.59759329999997,47.59759329999997,,,27.0,1.0,2026-02-07_05h42.18.301,visual_search,2024.1.5,,2026-02-07 05h43.51.340644 +0530,,27_visual_search_2026-02-07_05h42.18.301.csv
white,1.0,0.0,3.0,0.0,47.59759329999997,,,,,,,,,,,47.53418909999999,47.59759329999997,0.0398084999999923,47.59759329999997,47.59759329999997,54.25193289999999,"[1.7214045000000056, 2.7036337000000117, 4.901410100000021, 5.8665406000000075, 6.709477700000036]","[0.007222222222222222, -0.04555555555555556, 0.21055555555555555, 0.05388888888888889, 0.019444444444444445]","[0.21555555555555556, 0.13111111111111112, -0.07166666666666667, -0.24333333333333335, -0.15611111111111112]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.6863012000000026, 2.6680791, 4.86576500000001, 5.830641500000013, 6.67396679999996]","['target_2', 'target_0', 'target_1', 'target_3', 'target_4']",54.25275249999999,54.26106699999997,54.26106699999997,55.2543814,,,,,27.0,1.0,2026-02-07_05h42.18.301,visual_search,2024.1.5,,2026-02-07 05h43.51.340644 +0530,,27_visual_search_2026-02-07_05h42.18.301.csv
white,1.0,1.0,4.0,1.0,55.31854219999997,,,,,,,,,,,55.25490659999997,55.31854219999997,0.0490404000000239,55.31854219999997,55.31854219999997,66.53564080000001,"[2.539614400000005, 3.9828085999999985, 5.612917900000014, 6.842747599999996, 11.281439000000034]","[-0.22944444444444445, -0.18444444444444444, 0.16166666666666665, -0.035555555555555556, -0.1238888888888889]","[-0.19055555555555556, 0.025555555555555557, 0.14277777777777778, 0.02388888888888889, -0.05388888888888889]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[2.4952394000000027, 3.937497399999984, 5.568153499999994, 6.797893299999998, 11.236169700000005]","['target_0', 'target_4', 'target_2', 'target_1', 'target_3']",66.53620519999998,66.54345699999999,66.54345699999999,67.5310591,67.61746360000001,67.61746360000001,,,27.0,1.0,2026-02-07_05h42.18.301,visual_search,2024.1.5,,2026-02-07 05h43.51.340644 +0530,,27_visual_search_2026-02-07_05h42.18.301.csv
red,1.0,2.0,5.0,2.0,67.61746360000001,,,,,,,,,,,67.53162249999997,67.61746360000001,0.0531508000000258,67.61746360000001,67.61746360000001,73.33857690000002,"[1.5931635000000028, 2.673992499999997, 3.7228554000000145, 4.91852990000001, 5.799997000000019]","[-0.2411111111111111, -0.21444444444444444, -0.20277777777777778, -0.04, -0.03277777777777778]","[0.11277777777777778, 0.01611111111111111, -0.13944444444444445, -0.07555555555555556, 0.021111111111111112]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.543757200000016, 2.6236739000000284, 3.6733417000000372, 4.868918199999996, 5.750574200000017]","['target_2', 'target_0', 'target_4', 'target_3', 'target_1']",73.33946029999998,73.34757129999997,73.34757129999997,74.34072170000002,,,,,27.0,1.0,2026-02-07_05h42.18.301,visual_search,2024.1.5,,2026-02-07 05h43.51.340644 +0530,,27_visual_search_2026-02-07_05h42.18.301.csv
white,2.0,0.0,6.0,0.0,74.42448939999997,,,,,,,,,,,74.34122589999998,74.42448939999997,0.0647865999999908,74.42448939999997,74.42448939999997,80.3565635,"[1.3937748999999826, 2.9617357999999854, 3.885242699999992, 4.702657200000033, 6.015100300000029]","[0.13666666666666666, -0.05333333333333334, -0.21222222222222223, -0.06722222222222222, 0.20166666666666666]","[0.17055555555555554, 0.10055555555555555, -0.11888888888888889, -0.22944444444444445, -0.0077777777777777776]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.334404099999972, 2.9019382999999266, 3.825671199999931, 4.642414200000019, 5.9549420999999825]","['target_3', 'target_0', 'target_2', 'target_4', 'target_1']",80.35743809999997,80.36603309999998,80.36603309999998,81.3512892,81.44391970000004,81.44391970000004,,,27.0,1.0,2026-02-07_05h42.18.301,visual_search,2024.1.5,,2026-02-07 05h43.51.340644 +0530,,27_visual_search_2026-02-07_05h42.18.301.csv
white,2.0,1.0,7.0,1.0,81.44391970000004,,,,,,,,,,,81.35186780000004,81.44391970000004,0.0610659999999825,81.44391970000004,81.44391970000004,86.57076889999996,"[1.1274531999999908, 1.9379600999999411, 3.132318899999973, 4.054041299999994, 5.212048999999979]","[-0.10444444444444445, -0.13444444444444445, -0.028333333333333332, 0.1322222222222222, 0.21666666666666667]","[0.11777777777777777, 0.05388888888888889, -0.145, -0.008888888888888889, -0.17666666666666667]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.0718058999999585, 1.8829365999999936, 3.076695500000028, 3.998852700000043, 5.156231199999979]","['target_3', 'target_2', 'target_1', 'target_0', 'target_4']",86.57133850000002,86.57896129999995,86.57896129999995,87.5720652,,,,,27.0,1.0,2026-02-07_05h42.18.301,visual_search,2024.1.5,,2026-02-07 05h43.51.340644 +0530,,27_visual_search_2026-02-07_05h42.18.301.csv
red,2.0,2.0,8.0,2.0,87.65628349999997,,,,,,,,,,,87.57255999999995,87.65628349999997,0.0687120000000049,87.65628349999997,87.65628349999997,92.55311559999996,"[1.4402714000000287, 2.3501768999999513, 3.210640099999978, 4.103761299999974, 4.979661100000044]","[0.08833333333333333, 0.1338888888888889, 0.19611111111111112, 0.027777777777777776, -0.15666666666666668]","[0.22611111111111112, 0.0811111111111111, -0.1238888888888889, -0.21166666666666667, -0.16944444444444445]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.3766442000001007, 2.2866088000000673, 3.146839800000066, 4.0401028, 4.915834500000074]","['target_1', 'target_4', 'target_2', 'target_3', 'target_0']",92.55404120000004,92.5631816,92.5631816,93.5494744,93.62729049999996,93.62729049999996,,,27.0,1.0,2026-02-07_05h42.18.301,visual_search,2024.1.5,,2026-02-07 05h43.51.340644 +0530,,27_visual_search_2026-02-07_05h42.18.301.csv
red,3.0,0.0,9.0,2.0,93.62729049999996,,,,,,,,,,,93.54993679999995,93.62729049999996,0.0479195000000345,93.62729049999996,93.62729049999996,98.2992822,"[1.02448650000008, 1.9069620000000214, 2.7412937000000284, 3.8398070000000644, 4.743339600000013]","[-0.06666666666666667, 0.021111111111111112, -0.1322222222222222, 0.049444444444444444, 0.22944444444444445]","[0.2111111111111111, -0.02722222222222222, -0.14222222222222222, -0.25055555555555553, -0.21333333333333335]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0.9829610000000457, 1.8647512000000006, 2.6992938000000777, 3.7977447000000666, 4.701122700000042]","['target_1', 'target_4', 'target_2', 'target_0', 'target_3']",98.30007750000004,98.30910240000004,98.30910240000004,99.29324399999996,99.3660943,99.3660943,,,27.0,1.0,2026-02-07_05h42.18.301,visual_search,2024.1.5,,2026-02-07 05h43.51.340644 +0530,,27_visual_search_2026-02-07_05h42.18.301.csv
white,3.0,1.0,10.0,0.0,99.3660943,,,,,,,,,,,99.29374959999996,99.3660943,0.0495760999999674,99.3660943,99.3660943,106.90865099999996,"[0.9735940000000483, 1.258250099999941, 2.943178900000021, 3.8139187000000447, 7.606552999999963]","[-0.14222222222222222, 0.08333333333333333, -0.085, 0.10611111111111111]","[0.010555555555555556, -0.055, -0.14055555555555554, -0.1922222222222222]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0.9272833999999648, 2.8966001000000006, 3.766975099999968, 7.559650099999999]","['target_2', 'target_3', 'target_4', 'target_1']",106.90955929999996,106.91934130000004,106.91934130000004,107.9033415,107.98325709999996,107.98325709999996,,,27.0,1.0,2026-02-07_05h42.18.301,visual_search,2024.1.5,,2026-02-07 05h43.51.340644 +0530,,27_visual_search_2026-02-07_05h42.18.301.csv
white,3.0,2.0,11.0,1.0,107.98325709999996,,,,,,,,,,,107.9039067,107.98325709999996,0.0570138000000497,107.98325709999996,107.98325709999996,118.4465116,"[1.8519142000000102, 2.636101900000085, 3.2259125000000495, 6.148164800000018, 10.534710100000098]","[0.09777777777777778, -0.11166666666666666, -0.12666666666666668, 0.2311111111111111, 0.17555555555555555]","[0.12222222222222222, 0.06055555555555556, -0.04888888888888889, 0.10944444444444444, -0.16055555555555556]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.798741199999995, 2.582061700000054, 3.171894400000042, 6.094072600000004, 10.480652299999974]","['target_4', 'target_2', 'target_3', 'target_0', 'target_1']",118.44746810000004,118.45598770000004,118.45598770000004,119.44659409999996,119.53871370000002,119.53871370000002,,,27.0,1.0,2026-02-07_05h42.18.301,visual_search,2024.1.5,,2026-02-07 05h43.51.340644 +0530,,27_visual_search_2026-02-07_05h42.18.301.csv
