target_col,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instrTxt.started,startMouse.started,instructions.stopped,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,trial.started,square.started,mouse.started,trial_counter.started,instruct.started,trial.stopped,click_times,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,feedback.started,fb.started,trial_counter_2.started,feedback.stopped,fb.stopped,trial_counter_2.stopped,thanks.started,endMsg.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 45,source_file
white,4.0,0.0,12.0,1.0,125.33961150000005,,,,,,,,,,,125.25807129999998,125.33961150000005,0.061375800000178,125.33961150000005,125.33961150000005,130.58001409999997,"[1.1777134999999817, 2.0872726000000057, 3.3622781000001396, 4.3586658000001535, 5.318503100000044]","[-0.125, -0.1272222222222222, 0.12111111111111111, 0.15444444444444444, -0.23555555555555555]","[0.05444444444444444, 0.15944444444444444, -0.06388888888888888, 0.007222222222222222, -0.23555555555555555]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.1199757999997928, 2.0297438000000056, 3.3034342999999353, 4.299646099999791, 5.260275599999886]","['target_0', 'target_4', 'target_2', 'target_1', 'target_3']",130.58089180000002,130.58982919999994,130.58982919999994,131.5791104,131.6774817999999,131.6774817999999,,,29.0,1.0,2026-02-07_05h58.57.667,visual_search,2024.1.5,,2026-02-07 05h59.40.215232 +0530,,29_visual_search_2026-02-07_05h58.57.667.csv
red,4.0,1.0,13.0,2.0,131.6774817999999,,,,,,,,,,,131.57960189999994,131.6774817999999,0.0721986999999444,131.6774817999999,131.6774817999999,136.05021570000008,"[0.8897803999998359, 1.7469725999999355, 2.560099799999989, 3.5244841999999608, 4.467878100000007]","[-0.12166666666666667, -0.07611111111111112, 0.07444444444444444, -0.2038888888888889, 0.04833333333333333]","[-0.02388888888888889, 0.08888888888888889, 0.029444444444444443, 0.1388888888888889, 0.24055555555555555]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0.822040399999878, 1.6787388000000192, 2.491773799999919, 3.455969800000048, 4.398946699999897]","['target_1', 'target_2', 'target_4', 'target_3', 'target_0']",136.05068129999995,136.05780179999988,136.05780179999988,137.04516130000002,137.13930060000007,137.13930060000007,,,29.0,1.0,2026-02-07_05h58.57.667,visual_search,2024.1.5,,2026-02-07 05h59.40.215232 +0530,,29_visual_search_2026-02-07_05h58.57.667.csv
white,4.0,2.0,14.0,0.0,137.13930060000007,,,,,,,,,,,137.04565559999992,137.13930060000007,0.0616958999999042,137.13930060000007,137.13930060000007,141.2343530999999,"[0.950704000000087, 1.365414699999974, 2.4802084000000377, 3.408011100000067, 4.181738300000006]","[-0.03777777777777778, -0.165, -0.21555555555555556, 0.023333333333333334]","[0.08722222222222223, 0.22333333333333333, 0.015, 0.011111111111111112]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0.8932317999999668, 2.4225255999999717, 3.350199499999917, 4.123582299999953]","['target_2', 'target_4', 'target_3', 'target_0']",141.23520439999993,141.2438095,141.2438095,142.23348629999987,142.25390289999996,142.25390289999996,,,29.0,1.0,2026-02-07_05h58.57.667,visual_search,2024.1.5,,2026-02-07 05h59.40.215232 +0530,,29_visual_search_2026-02-07_05h58.57.667.csv
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.23361690000002,142.25390289999996,,,,,,,,,29_visual_search_2026-02-07_05h58.57.667.csv
,,,,,,,0.0087140999999064,0.0157036000000516,0.0085356999998111,16.516592599999967,-0.0327777777777777,0.1777777777777777,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,30.0,1.0,2026-02-07_06h26.38.028,visual_search,2024.1.5,,2026-02-07 06h26.53.849362 +0530,,30_visual_search_2026-02-07_06h26.38.028.csv
white,0.0,0.0,0.0,1.0,16.608136000000286,,,,,,,,,,,16.531366799999887,16.608136000000286,0.0690355000001545,16.608136000000286,16.608136000000286,35.09422889999996,"[2.264185699999871, 3.588137199999892, 4.577855800000179, 5.61462900000015, 18.572926599999846]","[0.035, 0.16111111111111112, 0.10055555555555555, -0.09277777777777778, 0.11166666666666666]","[0.20277777777777778, -0.02388888888888889, -0.20444444444444446, -0.21888888888888888, 0.15777777777777777]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[2.200161599999774, 3.524102799999582, 4.513836099999935, 5.5507699999998295, 18.508987599999728]","['target_3', 'target_2', 'target_0', 'target_1', 'target_4']",35.09552780000013,35.1127405000002,35.1127405000002,36.106369000000086,,,,,30.0,1.0,2026-02-07_06h26.38.028,visual_search,2024.1.5,,2026-02-07 06h26.53.849362 +0530,,30_visual_search_2026-02-07_06h26.38.028.csv
white,0.0,1.0,1.0,0.0,36.19512570000006,,,,,,,,,,,36.1069407,36.19512570000006,0.0767134000002442,36.19512570000006,36.19512570000006,45.6145305,"[3.032599399999981, 4.872299199999816, 6.031613199999811, 7.279162100000121, 9.516336600000159]","[0.05722222222222222, -0.025555555555555557, 0.18666666666666668, 0.10888888888888888, -0.06777777777777778]","[0.14333333333333334, 0.14, 0.14277777777777778, -0.13666666666666666, -0.02277777777777778]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[2.958876700000019, 4.798848999999791, 5.95794079999996, 7.205603200000041, 9.44322319999992]","['target_3', 'target_0', 'target_1', 'target_2', 'target_4']",45.61539720000019,45.6236844,45.6236844,46.61586750000015,,,,,30.0,1.0,2026-02-07_06h26.38.028,visual_search,2024.1.5,,2026-02-07 06h26.53.849362 +0530,,30_visual_search_2026-02-07_06h26.38.028.csv
red,0.0,2.0,2.0,2.0,46.69430450000027,,,,,,,,,,,46.616377300000295,46.69430450000027,0.0570670000001882,46.69430450000027,46.69430450000027,60.416240000000016,"[9.36801830000013, 10.802064200000132, 11.829256700000315, 12.80024880000019, 13.799093500000254]","[-0.23555555555555555, -0.25833333333333336, 0.025, -0.06944444444444445, 0.09888888888888889]","[0.16055555555555556, -0.07055555555555555, 0.021111111111111112, 0.19277777777777777, 0.19777777777777777]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[9.316043199999967, 10.749828099999831, 11.776949499999773, 12.747762200000125, 13.746392900000046]","['target_1', 'target_2', 'target_4', 'target_3', 'target_0']",60.41701850000027,60.42455220000011,60.42455220000011,61.41492300000027,61.50130260000015,61.50130260000015,,,30.0,1.0,2026-02-07_06h26.38.028,visual_search,2024.1.5,,2026-02-07 06h26.53.849362 +0530,,30_visual_search_2026-02-07_06h26.38.028.csv
red,1.0,0.0,3.0,2.0,61.50130260000015,,,,,,,,,,,61.415539699999954,61.50130260000015,0.0623076000001674,61.50130260000015,61.50130260000015,67.96122240000022,"[1.5671424000001934, 2.5404130000001715, 3.293905300000006, 4.367756399999962, 6.54224430000022]","[-0.14277777777777778, 0.06, 0.17333333333333334, 0.21055555555555555, -0.22111111111111112]","[0.13, 0.06555555555555556, -0.04611111111111111, -0.1638888888888889, -0.18777777777777777]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.510240800000247, 2.4832814999999755, 3.685532299999977, 4.680151200000182, 6.484783200000038]","['target_0', 'target_2', 'target_3', 'target_1', 'target_4']",67.96210560000009,67.9713654000002,67.9713654000002,68.95801269999993,69.04688710000028,69.04688710000028,,,30.0,1.0,2026-02-07_06h26.38.028,visual_search,2024.1.5,,2026-02-07 06h26.53.849362 +0530,,30_visual_search_2026-02-07_06h26.38.028.csv
white,1.0,1.0,4.0,1.0,69.04688710000028,,,,,,,,,,,68.95851040000025,69.04688710000028,0.0605330999997022,69.04688710000028,69.04688710000028,75.11188560000028,"[1.3940414999997301, 2.444360499999675, 3.641182200000003, 4.894994400000087, 6.147936599999866]","[-0.22944444444444445, -0.014444444444444444, 0.21833333333333332, 0.14888888888888888, -0.06111111111111111]","[-0.18833333333333332, -0.20333333333333334, -0.2011111111111111, 0.14166666666666666, 0.22333333333333333]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.3392539999999826, 2.388977899999645, 3.5851275999998506, 4.83960769999976, 6.092475299999933]","['target_2', 'target_4', 'target_0', 'target_1', 'target_3']",75.11273630000005,75.12164819999998,75.12164819999998,76.11244669999996,76.20335729999988,76.20335729999988,,,30.0,1.0,2026-02-07_06h26.38.028,visual_search,2024.1.5,,2026-02-07 06h26.53.849362 +0530,,30_visual_search_2026-02-07_06h26.38.028.csv
white,1.0,2.0,5.0,0.0,76.20335729999988,,,,,,,,,,,76.11345570000003,76.20335729999988,0.0657611000001452,76.20335729999988,76.20335729999988,81.81985030000033,"[1.500844700000016, 2.4723033999998734, 3.568932799999857, 4.604636000000028, 5.704676899999868]","[-0.20833333333333334, -0.09055555555555556, 0.22555555555555556, 0.1988888888888889, 0.017222222222222222]","[0.19722222222222222, 0.14666666666666667, 0.10888888888888888, -0.03666666666666667, -0.19666666666666666]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.4387526999998954, 2.4100891999996747, 3.5063474999997197, 4.541739199999938, 5.642765799999779]","['target_4', 'target_0', 'target_1', 'target_3', 'target_2']",81.82060430000001,81.82758570000033,81.82758570000033,82.8117172000002,82.89261420000003,82.89261420000003,,,30.0,1.0,2026-02-07_06h26.38.028,visual_search,2024.1.5,,2026-02-07 06h26.53.849362 +0530,,30_visual_search_2026-02-07_06h26.38.028.csv
red,2.0,0.0,6.0,2.0,82.89261420000003,,,,,,,,,,,82.81231560000015,82.89261420000003,0.0526834000002054,82.89261420000003,82.89261420000003,87.45349510000005,"[1.1589248000000225, 1.8091410000001815, 2.9785947000000306, 3.749989100000221, 4.630941400000211]","[-0.19277777777777777, -0.042222222222222223, -0.05444444444444444, 0.0011111111111111111, 0.1322222222222222]","[-0.19777777777777777, -0.19833333333333333, 0.010555555555555556, 0.12, 0.09222222222222222]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.1107422000000042, 1.989878399999725, 2.9300404999999046, 3.701201200000014, 4.582130999999663]","['target_2', 'target_1', 'target_3', 'target_0', 'target_4']",87.45442619999994,87.46386849999999,87.46386849999999,88.45464179999999,,,,,30.0,1.0,2026-02-07_06h26.38.028,visual_search,2024.1.5,,2026-02-07 06h26.53.849362 +0530,,30_visual_search_2026-02-07_06h26.38.028.csv
white,2.0,1.0,7.0,0.0,88.5366925000003,,,,,,,,,,,88.45510620000005,88.5366925000003,0.0611023000001296,88.5366925000003,88.5366925000003,93.7608296000003,"[1.2612902000000759, 1.6877362999998695, 2.4009439999999813, 3.9805175000001327, 5.304864799999905]","[-0.03222222222222222, 0.08166666666666667, 0.23, 0.24722222222222223, -0.0011111111111111111]","[0.14777777777777779, 0.03611111111111111, 0.018333333333333333, -0.22944444444444445, -0.06]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.2074583000003258, 1.975429300000087, 2.7166172000002007, 3.924783800000114, 5.249475000000075]","['target_3', 'target_0', 'target_2', 'target_4', 'target_1']",93.76149260000012,93.76825379999993,93.76825379999993,94.75485150000031,94.82045590000008,94.82045590000008,,,30.0,1.0,2026-02-07_06h26.38.028,visual_search,2024.1.5,,2026-02-07 06h26.53.849362 +0530,,30_visual_search_2026-02-07_06h26.38.028.csv
white,2.0,2.0,8.0,1.0,94.82045590000008,,,,,,,,,,,94.75549300000011,94.82045590000008,0.0434476999998878,94.82045590000008,94.82045590000008,100.25684290000028,"[1.3510401000003185, 2.142721900000197, 3.423201500000232, 4.4744934000000285, 5.493240300000252]","[-0.08888888888888889, -0.15833333333333333, -0.1988888888888889, 0.028888888888888888, 0.1761111111111111]","[0.1322222222222222, 0.18666666666666668, -0.145, -0.005555555555555556, -0.15055555555555555]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.3124997999998413, 2.104231599999821, 3.363488299999972, 4.435862400000133, 5.454121400000076]","['target_1', 'target_3', 'target_0', 'target_4', 'target_2']",100.25774679999996,100.2662322000001,100.2662322000001,101.25386320000008,101.32974160000003,101.32974160000003,,,30.0,1.0,2026-02-07_06h26.38.028,visual_search,2024.1.5,,2026-02-07 06h26.53.849362 +0530,,30_visual_search_2026-02-07_06h26.38.028.csv
white,3.0,0.0,9.0,1.0,101.32974160000003,,,,,,,,,,,101.25448920000008,101.32974160000003,0.0547140999997282,101.32974160000003,101.32974160000003,107.4002848,"[1.9363674000001083, 2.7019288999999844, 4.202280399999836, 4.56514369999968, 6.140291799999886]","[-0.08777777777777777, -0.1622222222222222, -0.23777777777777778, -0.17333333333333334, 0.2427777777777778]","[-0.14722222222222223, -0.16944444444444445, -0.034444444444444444, 0.05722222222222222, 0.09888888888888889]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.8860326999997596, 2.651459700000032, 4.151488399999835, 4.850462800000059, 6.089675400000033]","['target_4', 'target_0', 'target_1', 'target_2', 'target_3']",107.40118900000016,107.41052820000004,107.41052820000004,108.39685400000008,108.48225950000004,108.48225950000004,,,30.0,1.0,2026-02-07_06h26.38.028,visual_search,2024.1.5,,2026-02-07 06h26.53.849362 +0530,,30_visual_search_2026-02-07_06h26.38.028.csv
red,3.0,1.0,10.0,2.0,108.48225950000004,,,,,,,,,,,108.39743690000024,108.48225950000004,0.0638534999998228,108.48225950000004,108.48225950000004,112.73658350000004,"[1.399800299999697, 2.023594199999934, 2.6546346000000085, 2.927419199999804, 4.333929200000057]","[-0.20555555555555555, -0.185, -0.08555555555555555, -0.11833333333333333]","[0.2061111111111111, 0.11, 0.20055555555555554, -0.03]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[1.3395934999998644, 1.96314349999966, 2.593535499999689, 4.272355599999628]","['target_3', 'target_0', 'target_1', 'target_2']",112.73735859999988,112.74602700000014,112.74602700000014,113.72960890000012,113.80806819999998,113.80806819999998,,,30.0,1.0,2026-02-07_06h26.38.028,visual_search,2024.1.5,,2026-02-07 06h26.53.849362 +0530,,30_visual_search_2026-02-07_06h26.38.028.csv
white,3.0,2.0,11.0,0.0,113.80806819999998,,,,,,,,,,,113.7301854000002,113.80806819999998,0.0509235000004082,113.80806819999998,113.80806819999998,119.22916290000012,"[1.2623201000001245, 2.319824400000016, 3.344295200000033, 4.406156200000169, 5.489834000000428]","[-0.1288888888888889, -0.09055555555555556, 0.19444444444444445, 0.2238888888888889, 0.16055555555555556]","[0.14222222222222222, -0.20944444444444443, -0.1638888888888889, -0.021111111111111112, 0.17833333333333334]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.2151730000000498, 2.272278500000084, 3.2953363999999965, 4.358191499999975, 5.441567200000009]","['target_4', 'target_2', 'target_0', 'target_3', 'target_1']",119.23005250000006,119.23811299999988,119.23811299999988,120.22847660000023,120.30823869999996,120.30823869999996,,,30.0,1.0,2026-02-07_06h26.38.028,visual_search,2024.1.5,,2026-02-07 06h26.53.849362 +0530,,30_visual_search_2026-02-07_06h26.38.028.csv
red,4.0,0.0,12.0,2.0,120.30823869999996,,,,,,,,,,,120.22899690000033,120.30823869999996,0.0563023999998222,120.30823869999996,120.30823869999996,125.20314340000004,"[1.3215950999997403, 2.4020403999998052, 3.2642861999997876, 4.079911599999832, 4.970965299999989]","[-0.21888888888888888, -0.23, -0.08722222222222223, 0.006666666666666667, 0.2288888888888889]","[0.08333333333333333, -0.017777777777777778, -0.11333333333333333, 0.17944444444444443, -0.16]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.2691812000002756, 2.3488485000002584, 3.211071200000333, 4.0265385000002425, 4.917624100000012]","['target_0', 'target_4', 'target_3', 'target_2', 'target_1']",125.20404430000008,125.21134329999995,125.21134329999995,126.20463969999992,126.2711948000001,126.2711948000001,,,30.0,1.0,2026-02-07_06h26.38.028,visual_search,2024.1.5,,2026-02-07 06h26.53.849362 +0530,,30_visual_search_2026-02-07_06h26.38.028.csv
white,4.0,1.0,13.0,0.0,126.2711948000001,,,,,,,,,,,126.20530469999994,126.2711948000001,0.0527700000002369,126.2711948000001,126.2711948000001,133.9559833000003,"[2.1181752000002234, 4.780917699999918, 5.1918627000000015, 6.670651200000066, 7.749498900000162]","[-0.04611111111111111, 0.04888888888888889, -0.08277777777777778, 0.10611111111111111, 0.23166666666666666]","[0.09888888888888889, -0.14666666666666667, -0.1238888888888889, -0.012777777777777779, -0.22055555555555556]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[2.068799599999693, 4.731291999999939, 5.468817199999648, 6.620737299999746, 7.699714500000027]","['target_2', 'target_3', 'target_1', 'target_0', 'target_4']",133.9569346000003,133.9662856,133.9662856,134.95927870000014,,,,,30.0,1.0,2026-02-07_06h26.38.028,visual_search,2024.1.5,,2026-02-07 06h26.53.849362 +0530,,30_visual_search_2026-02-07_06h26.38.028.csv
white,4.0,2.0,14.0,1.0,135.03687900000023,,,,,,,,,,,134.9598033000002,135.03687900000023,0.0639544999999088,135.03687900000023,135.03687900000023,140.90535670000008,"[1.4319656000002396, 2.46978450000006, 3.1165986000000885, 5.166655399999854, 5.9472734999999375]","[-0.06444444444444444, 0.115, 0.22111111111111112, -0.19944444444444445, -0.23166666666666666]","[0.0022222222222222222, 0.09888888888888889, -0.14944444444444444, -0.20222222222222222, 0.055]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.3722536999998738, 2.409788699999808, 3.356656099999782, 5.10634009999967, 5.886235399999805]","['target_0', 'target_1', 'target_2', 'target_4', 'target_3']",140.90588079999998,140.9127521999999,140.9127521999999,141.9032761000003,141.9222433,141.9222433,,,30.0,1.0,2026-02-07_06h26.38.028,visual_search,2024.1.5,,2026-02-07 06h26.53.849362 +0530,,30_visual_search_2026-02-07_06h26.38.028.csv
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.90337450000015,141.9222433,,,,,,,,,30_visual_search_2026-02-07_06h26.38.028.csv
,,,,,,,0.0095810999996501,0.0164611000000149,0.0092895999996471,11.998425599999791,-0.1077777777777777,0.1227777777777777,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,31.0,1.0,2026-02-07_06h42.42.482,visual_search,2024.1.5,,2026-02-07 06h42.55.176740 +0530,,31_visual_search_2026-02-07_06h42.42.482.csv
red,0.0,0.0,0.0,2.0,12.08307569999988,,,,,,,,,,,12.010175399999753,12.08307569999988,0.0663334999999278,12.08307569999988,12.08307569999988,17.096864899999673,"[1.4184792999999445, 1.8990782999999283, 3.151046999999835, 4.1846175999999105, 5.096061799999916]","[-0.013888888888888888, -0.05388888888888889, 0.08833333333333333, 0.12333333333333334, -0.14222222222222222]","[0.22611111111111112, 0.11777777777777777, 0.15888888888888889, -0.09833333333333333, -0.09388888888888888]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.3574319999997897, 2.121260599999914, 3.0899042999999438, 4.123629700000038, 5.0351567999996405]","['target_4', 'target_0', 'target_2', 'target_3', 'target_1']",17.09850789999973,17.115548999999646,17.115548999999646,18.1006653999998,,,,,31.0,1.0,2026-02-07_06h42.42.482,visual_search,2024.1.5,,2026-02-07 06h42.55.176740 +0530,,31_visual_search_2026-02-07_06h42.42.482.csv
white,0.0,1.0,1.0,0.0,18.18969739999966,,,,,,,,,,,18.10127429999966,18.18969739999966,0.0760417999999845,18.18969739999966,18.18969739999966,24.40596209999967,"[1.86921220000022, 2.979370000000017, 3.9994879999999284, 5.5330173000002105, 6.304843299999902]","[-0.059444444444444446, 0.027777777777777776, 0.2288888888888889, -0.08833333333333333, -0.225]","[0.1922222222222222, 0.13555555555555557, 0.15166666666666667, -0.19111111111111112, -0.2361111111111111]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.7961181999999098, 2.905496299999868, 3.925393399999848, 5.459279900000183, 6.231980300000032]","['target_0', 'target_1', 'target_2', 'target_3', 'target_4']",24.40679199999977,24.415374599999723,24.415374599999723,25.40083689999983,25.494289899999785,25.494289899999785,,,31.0,1.0,2026-02-07_06h42.42.482,visual_search,2024.1.5,,2026-02-07 06h42.55.176740 +0530,,31_visual_search_2026-02-07_06h42.42.482.csv
white,0.0,2.0,2.0,1.0,25.494289899999785,,,,,,,,,,,25.401378699999896,25.494289899999785,0.0626880000004348,25.494289899999785,25.494289899999785,31.272893399999703,"[1.8108009000002312, 2.9617136000001665, 3.9737724000001435, 4.90374890000021, 5.864072800000031]","[-0.21833333333333332, -0.1638888888888889, -0.16, 0.13166666666666665, 0.15222222222222223]","[0.2338888888888889, 0.19111111111111112, 0.09055555555555556, 0.11611111111111111, -0.10222222222222223]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.7542197000002488, 2.904560400000264, 3.9170161000001826, 4.8465102000000115, 5.806939099999909]","['target_1', 'target_4', 'target_3', 'target_0', 'target_2']",31.273938299999827,31.282858099999885,31.282858099999885,32.2662178999999,32.35961550000002,32.35961550000002,,,31.0,1.0,2026-02-07_06h42.42.482,visual_search,2024.1.5,,2026-02-07 06h42.55.176740 +0530,,31_visual_search_2026-02-07_06h42.42.482.csv
white,1.0,0.0,3.0,1.0,32.35961550000002,,,,,,,,,,,32.26676009999983,32.35961550000002,0.0624335000002247,32.35961550000002,32.35961550000002,38.17580039999984,"[1.8322269000000233, 3.0015493999999308, 4.036553100000219, 4.948271900000236, 5.899964000000182]","[-0.041666666666666664, -0.16555555555555557, -0.015, -0.18166666666666667, 0.05611111111111111]","[0.1527777777777778, 0.02, -0.09222222222222222, -0.20222222222222222, -0.25222222222222224]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.7763079999999718, 2.944975799999611, 3.9796345999998266, 4.891811199999665, 5.843343499999719]","['target_1', 'target_0', 'target_3', 'target_2', 'target_4']",38.17686499999991,38.18556099999978,38.18556099999978,39.17622059999985,39.25175730000001,39.25175730000001,,,31.0,1.0,2026-02-07_06h42.42.482,visual_search,2024.1.5,,2026-02-07 06h42.55.176740 +0530,,31_visual_search_2026-02-07_06h42.42.482.csv
white,1.0,1.0,4.0,0.0,39.25175730000001,,,,,,,,,,,39.17669889999979,39.25175730000001,0.0585928999998941,39.25175730000001,39.25175730000001,45.46628839999994,"[1.7471610000002329, 2.7129085999999916, 3.667058099999849, 4.777749700000186, 6.287091600000167]","[-0.09555555555555556, 0.24388888888888888, 0.09111111111111111, -0.08388888888888889, 0.24222222222222223]","[0.155, 0.2, 0.09333333333333334, -0.20166666666666666, -0.20777777777777778]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.6936264000000847, 2.6587789000000157, 3.6133647000001474, 4.723230400000375, 6.232783800000107]","['target_1', 'target_4', 'target_0', 'target_3', 'target_2']",45.46716049999986,45.47600179999972,45.47600179999972,46.46453429999974,46.556989899999735,46.556989899999735,,,31.0,1.0,2026-02-07_06h42.42.482,visual_search,2024.1.5,,2026-02-07 06h42.55.176740 +0530,,31_visual_search_2026-02-07_06h42.42.482.csv
red,1.0,2.0,5.0,2.0,46.556989899999735,,,,,,,,,,,46.46503949999988,46.556989899999735,0.0638552999998864,46.556989899999735,46.556989899999735,52.087369699999726,"[1.5979992999996284, 2.510693799999899, 3.702933799999755, 4.543297100000018, 5.61898519999977]","[0.12333333333333334, -0.017777777777777778, -0.14777777777777779, -0.19666666666666666, 0.25055555555555553]","[0.14444444444444443, -0.06222222222222222, -0.1338888888888889, -0.025, -0.14833333333333334]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.538398799999868, 2.450368400000116, 3.642810499999996, 4.482614499999727, 5.557774399999744]","['target_0', 'target_1', 'target_4', 'target_2', 'target_3']",52.087859399999616,52.09261579999975,52.09261579999975,53.0851662,53.16308789999994,53.16308789999994,,,31.0,1.0,2026-02-07_06h42.42.482,visual_search,2024.1.5,,2026-02-07 06h42.55.176740 +0530,,31_visual_search_2026-02-07_06h42.42.482.csv
white,2.0,0.0,6.0,0.0,53.16308789999994,,,,,,,,,,,53.085754299999735,53.16308789999994,0.0550763999999617,53.16308789999994,53.16308789999994,58.64573359999986,"[1.4210938999999598, 2.4098457999998573, 3.3874621999998453, 4.736540800000057, 5.555623499999911]","[-0.02722222222222222, -0.02388888888888889, 0.06777777777777778, 0.21666666666666667, 0.18722222222222223]","[0.16944444444444445, -0.021666666666666667, -0.0811111111111111, -0.255, -0.13166666666666665]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.3704545000000508, 2.3582423000002564, 3.3366421999999147, 4.68617549999999, 5.5046682000001965]","['target_3', 'target_0', 'target_4', 'target_2', 'target_1']",58.646647499999744,58.65634299999965,58.65634299999965,59.64025169999968,59.72487569999976,59.72487569999976,,,31.0,1.0,2026-02-07_06h42.42.482,visual_search,2024.1.5,,2026-02-07 06h42.55.176740 +0530,,31_visual_search_2026-02-07_06h42.42.482.csv
white,2.0,1.0,7.0,1.0,59.72487569999976,,,,,,,,,,,59.6407878,59.72487569999976,0.0550818000001527,59.72487569999976,59.72487569999976,65.01916439999968,"[1.3817066999999952, 2.499544700000115, 3.4921093000002656, 4.380811900000026, 5.370383200000106]","[-0.04777777777777778, 0.11777777777777777, 0.22555555555555556, 0.03611111111111111, 0.11722222222222223]","[0.2088888888888889, 0.10777777777777778, 0.20333333333333334, 0.050555555555555555, -0.07055555555555555]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.3107291999999688, 2.4491479999996955, 3.4413673999997627, 4.3301503999996385, 5.31971859999976]","['target_0', 'target_2', 'target_4', 'target_3', 'target_1']",65.02007009999988,65.02973389999988,65.02973389999988,66.01739950000001,66.0940814999999,66.0940814999999,,,31.0,1.0,2026-02-07_06h42.42.482,visual_search,2024.1.5,,2026-02-07 06h42.55.176740 +0530,,31_visual_search_2026-02-07_06h42.42.482.csv
red,2.0,2.0,8.0,2.0,66.0940814999999,,,,,,,,,,,66.01795279999988,66.0940814999999,0.0539764000000104,66.0940814999999,66.0940814999999,71.74994179999976,"[1.2512735000000248, 2.1992826999999124, 3.0335024999999405, 4.765320900000006, 5.7282648999998855]","[-0.15222222222222223, 0.07888888888888888, 0.15166666666666667, -0.12944444444444445, -0.21]","[0.24222222222222223, 0.03722222222222222, -0.06277777777777778, -0.195, -0.14055555555555554]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1.2013944999998785, 2.148897500000203, 2.983172000000195, 4.715830499999811, 5.678131799999846]","['target_2', 'target_0', 'target_3', 'target_1', 'target_4']",71.75051329999997,71.75775619999968,71.75775619999968,72.74966670000003,72.83372689999987,72.83372689999987,,,31.0,1.0,2026-02-07_06h42.42.482,visual_search,2024.1.5,,2026-02-07 06h42.55.176740 +0530,,31_visual_search_2026-02-07_06h42.42.482.csv
