target_col,thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instrTxt.started,startMouse.started,instructions.stopped,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,trial.started,square.started,mouse.started,trial_counter.started,target.started,instruct.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,feedback.started,fb.started,trial_counter_2.started,feedback.stopped,fb.stopped,trial_counter_2.stopped,thanks.started,endMsg.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,Unnamed: 56,source_file,thanks.stopped,Unnamed: 46,Unnamed: 44,Unnamed: 54
white,2.0,2.0,0.0,[-0.10611111111111111],[0.11166666666666666],[1],[0],[0],[1.2118295000000217],"['target', 'target']",0.0,2.0,2.0,0.0,8.898378099999945,,,,,,,,,,,8.880775499999913,8.898378099999945,0.0694837999999435,8.898378099999945,8.898378099999945,8.898378099999945,10.0939396,[-0.10611111111111111],[0.11166666666666666],[1],[0],[0],[1.2118295000000217],"['target', 'target']",10.10553349999998,10.111660099999996,10.111660099999996,11.107703799999967,,,,,15.0,1.0,2026-02-05_11h48.54.725,visual_search,,2025.2.4,59.91188160454328,2026-02-05 11h48.55.334616 +0530,,15_visual_search_2026-02-05_11h48.30.286.csv,,,,
white,3.0,0.0,1.0,[-0.18333333333333332],[0.04555555555555556],[1],[0],[0],[1.2205835999999408],"['target', 'target']",1.0,0.0,3.0,1.0,11.199819599999955,,,,,,,,,,,11.172919099999945,11.199819599999955,0.0785678000000871,11.199819599999955,11.199819599999955,11.199819599999955,12.394609399999922,[-0.18333333333333332],[0.04555555555555556],[1],[0],[0],[1.2205835999999408],"['target', 'target']",12.407176899999968,12.41408709999996,12.41408709999996,13.408159899999989,,,,,15.0,1.0,2026-02-05_11h48.54.725,visual_search,,2025.2.4,59.91188160454328,2026-02-05 11h48.55.334616 +0530,,15_visual_search_2026-02-05_11h48.30.286.csv,,,,
red,4.0,1.0,1.0,[0.18555555555555556],[-0.08],[1],[0],[0],[1.151955799999996],"['target', 'target']",1.0,1.0,4.0,2.0,13.476084799999969,,,,,,,,,,,13.458456699999942,13.476084799999969,0.0635439999999789,13.476084799999969,13.476084799999969,13.476084799999969,14.612003200000004,[0.18555555555555556],[-0.08],[1],[0],[0],[1.151955799999996],"['target', 'target']",14.630701499999986,14.63802899999996,14.63802899999996,15.625593199999912,,,,,15.0,1.0,2026-02-05_11h48.54.725,visual_search,,2025.2.4,59.91188160454328,2026-02-05 11h48.55.334616 +0530,,15_visual_search_2026-02-05_11h48.30.286.csv,,,,
white,5.0,2.0,1.0,[0.21222222222222223],[-0.049444444444444444],[1],[0],[0],[1.371493800000053],"['target', 'target']",1.0,2.0,5.0,0.0,15.7095276,,,,,,,,,,,15.689923199999953,15.7095276,0.0770215999999663,15.7095276,15.7095276,15.7095276,17.06247369999994,[0.21222222222222223],[-0.049444444444444444],[1],[0],[0],[1.371493800000053],"['target', 'target']",17.08063979999997,17.08764259999998,17.08764259999998,18.076251399999933,,,,,15.0,1.0,2026-02-05_11h48.54.725,visual_search,,2025.2.4,59.91188160454328,2026-02-05 11h48.55.334616 +0530,,15_visual_search_2026-02-05_11h48.30.286.csv,,,,
white,6.0,0.0,2.0,[-0.03111111111111111],[-0.06222222222222222],[1],[0],[0],[1.4743415000000368],"['target', 'target']",2.0,0.0,6.0,0.0,18.180637899999965,,,,,,,,,,,18.155510299999943,18.180637899999965,0.0926943000000619,18.180637899999965,18.180637899999965,18.180637899999965,19.63107059999993,[-0.03111111111111111],[-0.06222222222222222],[1],[0],[0],[1.4743415000000368],"['target', 'target']",19.644824299999986,19.651524999999992,19.651524999999992,20.64391719999992,,,,,15.0,1.0,2026-02-05_11h48.54.725,visual_search,,2025.2.4,59.91188160454328,2026-02-05 11h48.55.334616 +0530,,15_visual_search_2026-02-05_11h48.30.286.csv,,,,
red,7.0,1.0,2.0,[0.2011111111111111],[-0.10333333333333333],[1],[0],[0],[1.0980438999999933],"['target', 'target']",2.0,1.0,7.0,2.0,20.71864629999993,,,,,,,,,,,20.698726999999963,20.71864629999993,0.0672839999999723,20.71864629999993,20.71864629999993,20.71864629999993,21.797810400000003,[0.2011111111111111],[-0.10333333333333333],[1],[0],[0],[1.0980438999999933],"['target', 'target']",21.814042099999934,21.821838699999944,21.821838699999944,22.81090719999997,,,,,15.0,1.0,2026-02-05_11h48.54.725,visual_search,,2025.2.4,59.91188160454328,2026-02-05 11h48.55.334616 +0530,,15_visual_search_2026-02-05_11h48.30.286.csv,,,,
white,8.0,2.0,2.0,[0.10111111111111111],[-0.21944444444444444],[1],[0],[0],[1.175803999999971],"['target', 'target']",2.0,2.0,8.0,1.0,22.909220199999936,,,,,,,,,,,22.888281299999903,22.909220199999936,0.0901542999999946,22.909220199999936,22.909220199999936,22.909220199999936,24.06535559999997,[0.10111111111111111],[-0.21944444444444444],[1],[0],[0],[1.175803999999971],"['target', 'target']",24.08103499999993,24.08862149999993,24.08862149999993,25.07802529999992,,,,,15.0,1.0,2026-02-05_11h48.54.725,visual_search,,2025.2.4,59.91188160454328,2026-02-05 11h48.55.334616 +0530,,15_visual_search_2026-02-05_11h48.30.286.csv,,,,
red,9.0,0.0,3.0,[0.21444444444444444],[-0.21222222222222223],[1],[0],[0],[0.9025376000000733],"['target', 'target']",3.0,0.0,9.0,2.0,25.17329869999992,,,,,,,,,,,25.145038099999965,25.17329869999992,0.0792864999999665,25.17329869999992,25.17329869999992,25.17329869999992,26.048832099999917,[0.21444444444444444],[-0.21222222222222223],[1],[0],[0],[0.9025376000000733],"['target', 'target']",26.0604108,26.06676419999997,26.06676419999997,27.062010600000008,,,,,15.0,1.0,2026-02-05_11h48.54.725,visual_search,,2025.2.4,59.91188160454328,2026-02-05 11h48.55.334616 +0530,,15_visual_search_2026-02-05_11h48.30.286.csv,,,,
white,10.0,1.0,3.0,[0.07722222222222222],[0.16111111111111112],[1],[0],[0],[1.2387198999999782],"['target', 'target']",3.0,1.0,10.0,1.0,27.17222670000001,,,,,,,,,,,27.142201,27.17222670000001,0.0925363999999717,27.17222670000001,27.17222670000001,27.17222670000001,28.3829379,[0.07722222222222222],[0.16111111111111112],[1],[0],[0],[1.2387198999999782],"['target', 'target']",28.398272599999927,28.406825899999944,28.406825899999944,29.396192399999904,,,,,15.0,1.0,2026-02-05_11h48.54.725,visual_search,,2025.2.4,59.91188160454328,2026-02-05 11h48.55.334616 +0530,,15_visual_search_2026-02-05_11h48.30.286.csv,,,,
white,11.0,2.0,3.0,[-0.15833333333333333],[0.1461111111111111],[1],[0],[0],[1.9252501999999367],"['target', 'target']",3.0,2.0,11.0,0.0,29.4750904,,,,,,,,,,,29.456243299999983,29.4750904,0.0729968000000553,29.4750904,29.4750904,29.4750904,31.382466999999902,[-0.15833333333333333],[0.1461111111111111],[1],[0],[0],[1.9252501999999367],"['target', 'target']",31.39261209999995,31.40037749999999,31.40037749999999,32.39680439999995,,,,,15.0,1.0,2026-02-05_11h48.54.725,visual_search,,2025.2.4,59.91188160454328,2026-02-05 11h48.55.334616 +0530,,15_visual_search_2026-02-05_11h48.30.286.csv,,,,
white,12.0,0.0,4.0,[-0.16833333333333333],[-0.06833333333333333],[1],[0],[0],[1.5401438000000098],"['target', 'target']",4.0,0.0,12.0,1.0,32.48016329999996,,,,,,,,,,,32.46013749999997,32.48016329999996,0.0774026999999932,32.48016329999996,32.48016329999996,32.48016329999996,34.00146819999998,[-0.16833333333333333],[-0.06833333333333333],[1],[0],[0],[1.5401438000000098],"['target', 'target']",34.01503319999995,34.02396609999994,34.02396609999994,35.01405309999996,,,,,15.0,1.0,2026-02-05_11h48.54.725,visual_search,,2025.2.4,59.91188160454328,2026-02-05 11h48.55.334616 +0530,,15_visual_search_2026-02-05_11h48.30.286.csv,,,,
white,13.0,1.0,4.0,[-0.058333333333333334],[-0.11222222222222222],[1],[0],[0],[1.0266312999999627],"['target', 'target']",4.0,1.0,13.0,0.0,35.09981559999994,,,,,,,,,,,35.072956999999974,35.09981559999994,0.0710599000000229,35.09981559999994,35.09981559999994,35.09981559999994,36.10089419999997,[-0.058333333333333334],[-0.11222222222222222],[1],[0],[0],[1.0266312999999627],"['target', 'target']",36.116246599999954,36.123873499999945,36.123873499999945,37.11471599999993,,,,,15.0,1.0,2026-02-05_11h48.54.725,visual_search,,2025.2.4,59.91188160454328,2026-02-05 11h48.55.334616 +0530,,15_visual_search_2026-02-05_11h48.30.286.csv,,,,
red,14.0,2.0,4.0,[0.007222222222222222],[0.175],[1],[0],[0],[1.0901738000000023],"['target', 'target']",4.0,2.0,14.0,2.0,37.22171709999998,,,,,,,,,,,37.19470439999998,37.22171709999998,0.0934172999999418,37.22171709999998,37.22171709999998,37.22171709999998,38.28590959999997,[0.007222222222222222],[0.175],[1],[0],[0],[1.0901738000000023],"['target', 'target']",38.29995049999991,38.30871379999997,38.30871379999997,39.29859069999998,,,,,15.0,1.0,2026-02-05_11h48.54.725,visual_search,,2025.2.4,59.91188160454328,2026-02-05 11h48.55.334616 +0530,,15_visual_search_2026-02-05_11h48.30.286.csv,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.30922129999999,39.31681429999992,,,,,,,,,,15_visual_search_2026-02-05_11h48.30.286.csv,,,,
,,,,,,,,,,,,,,,,,0.0045172999999749,0.0113139000000046,0.0038942999999562,3.215015200000039,0.3783333333333333,-0.2011111111111111,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16.0,1.0,2026-02-05_11h53.25.921,visual_search,,2025.2.4,59.87063153935877,2026-02-05 11h53.26.645407 +0530,,16_visual_search_2026-02-05_11h53.04.319.csv,,,,
white,0.0,0.0,0.0,[-0.22333333333333333],[0.13444444444444445],[1],[0],[0],[1.8274102000000312],"['target', 'target']",0.0,0.0,0.0,1.0,3.427604500000029,,,,,,,,,,,3.404027000000042,3.427604500000029,0.1879513000000088,3.427604500000029,3.427604500000029,3.427604500000029,5.232736400000022,[-0.22333333333333333],[0.13444444444444445],[1],[0],[0],[1.8274102000000312],"['target', 'target']",5.255703600000061,5.265076099999988,5.265076099999988,6.244023999999968,,,,,16.0,1.0,2026-02-05_11h53.25.921,visual_search,,2025.2.4,59.87063153935877,2026-02-05 11h53.26.645407 +0530,,16_visual_search_2026-02-05_11h53.04.319.csv,,,,
white,1.0,1.0,0.0,[-0.057777777777777775],[-0.16722222222222222],[1],[0],[0],[2.25727930000005],"['target', 'target']",0.0,1.0,1.0,0.0,6.325037700000053,,,,,,,,,,,6.305834200000049,6.325037700000053,0.0726848000000472,6.325037700000053,6.325037700000053,6.325037700000053,8.564163300000018,[-0.057777777777777775],[-0.16722222222222222],[1],[0],[0],[2.25727930000005],"['target', 'target']",8.578042900000014,8.584819799999991,8.584819799999991,9.578602600000067,,,,,16.0,1.0,2026-02-05_11h53.25.921,visual_search,,2025.2.4,59.87063153935877,2026-02-05 11h53.26.645407 +0530,,16_visual_search_2026-02-05_11h53.04.319.csv,,,,
red,2.0,2.0,0.0,[0.10444444444444445],[-0.08],[1],[0],[0],[1.2164314999999988],"['target', 'target']",0.0,2.0,2.0,2.0,9.66835130000004,,,,,,,,,,,9.646657900000037,9.66835130000004,0.0821240000000216,9.66835130000004,9.66835130000004,9.66835130000004,10.86534000000006,[0.10444444444444445],[-0.08],[1],[0],[0],[1.2164314999999988],"['target', 'target']",10.880297799999994,10.885654300000056,10.885654300000056,11.878499000000032,,,,,16.0,1.0,2026-02-05_11h53.25.921,visual_search,,2025.2.4,59.87063153935877,2026-02-05 11h53.26.645407 +0530,,16_visual_search_2026-02-05_11h53.04.319.csv,,,,
white,3.0,0.0,1.0,[-0.07833333333333334],[0.0961111111111111],[1],[0],[0],[1.5556417000000238],"['target', 'target']",1.0,0.0,3.0,0.0,11.96703309999998,,,,,,,,,,,11.942682600000012,11.96703309999998,0.0769985999999107,11.96703309999998,11.96703309999998,11.96703309999998,13.499395700000036,[-0.07833333333333334],[0.0961111111111111],[1],[0],[0],[1.5556417000000238],"['target', 'target']",13.51061519999996,13.516708300000005,13.516708300000005,14.512646700000005,,,,,16.0,1.0,2026-02-05_11h53.25.921,visual_search,,2025.2.4,59.87063153935877,2026-02-05 11h53.26.645407 +0530,,16_visual_search_2026-02-05_11h53.04.319.csv,,,,
red,4.0,1.0,1.0,[0.20166666666666666],[-0.08],[1],[0],[0],[1.3519232000001011],"['target', 'target']",1.0,1.0,4.0,2.0,14.62950920000003,,,,,,,,,,,14.596631399999978,14.62950920000003,0.0970130000000608,14.62950920000003,14.62950920000003,14.62950920000003,15.949516399999991,[0.20166666666666666],[-0.08],[1],[0],[0],[1.3519232000001011],"['target', 'target']",15.962056599999984,15.969210800000042,15.969210800000042,16.963534200000026,,,,,16.0,1.0,2026-02-05_11h53.25.921,visual_search,,2025.2.4,59.87063153935877,2026-02-05 11h53.26.645407 +0530,,16_visual_search_2026-02-05_11h53.04.319.csv,,,,
white,5.0,2.0,1.0,[0.10111111111111111],[0.02666666666666667],[1],[0],[0],[1.2513584999999239],"['target', 'target']",1.0,2.0,5.0,1.0,17.056316100000004,,,,,,,,,,,17.030613099999982,17.056316100000004,0.080807400000026,17.056316100000004,17.056316100000004,17.056316100000004,18.28307359999997,[0.10111111111111111],[0.02666666666666667],[1],[0],[0],[1.2513584999999239],"['target', 'target']",18.295549100000017,18.3025619,18.3025619,19.2974729,,,,,16.0,1.0,2026-02-05_11h53.25.921,visual_search,,2025.2.4,59.87063153935877,2026-02-05 11h53.26.645407 +0530,,16_visual_search_2026-02-05_11h53.04.319.csv,,,,
red,6.0,0.0,2.0,[0.1811111111111111],[-0.006666666666666667],[1],[0],[0],[1.143573100000026],"['target', 'target']",2.0,0.0,6.0,2.0,19.376125500000057,,,,,,,,,,,19.35533350000003,19.376125500000057,0.0719000999999934,19.376125500000057,19.376125500000057,19.376125500000057,20.49979989999997,[0.1811111111111111],[-0.006666666666666667],[1],[0],[0],[1.143573100000026],"['target', 'target']",20.50914309999996,20.51523220000001,20.51523220000001,21.4990722,21.594036200000005,21.594036200000005,,,16.0,1.0,2026-02-05_11h53.25.921,visual_search,,2025.2.4,59.87063153935877,2026-02-05 11h53.26.645407 +0530,,16_visual_search_2026-02-05_11h53.04.319.csv,,,,
white,7.0,1.0,2.0,[-0.008333333333333333],[-0.075],[1],[0],[0],[1.4474635999999919],"['target', 'target']",2.0,1.0,7.0,0.0,21.594036200000005,,,,,,,,,,,21.56892100000005,21.594036200000005,0.0689568000000235,21.594036200000005,21.594036200000005,21.594036200000005,23.017381800000067,[-0.008333333333333333],[-0.075],[1],[0],[0],[1.4474635999999919],"['target', 'target']",23.031979500000038,23.038904,23.038904,24.03192869999998,,,,,16.0,1.0,2026-02-05_11h53.25.921,visual_search,,2025.2.4,59.87063153935877,2026-02-05 11h53.26.645407 +0530,,16_visual_search_2026-02-05_11h53.04.319.csv,,,,
white,8.0,2.0,2.0,[-0.10055555555555555],[0.22333333333333333],[1],[0],[0],[2.853918300000032],"['target', 'target']",2.0,2.0,8.0,1.0,24.12313949999998,,,,,,,,,,,24.098036800000045,24.12313949999998,0.0803521000000273,24.12313949999998,24.12313949999998,24.12313949999998,26.95308209999996,[-0.10055555555555555],[0.22333333333333333],[1],[0],[0],[2.853918300000032],"['target', 'target']",26.96588250000002,26.974104399999987,26.974104399999987,27.966598299999987,,,,,16.0,1.0,2026-02-05_11h53.25.921,visual_search,,2025.2.4,59.87063153935877,2026-02-05 11h53.26.645407 +0530,,16_visual_search_2026-02-05_11h53.04.319.csv,,,,
red,9.0,0.0,3.0,[0.05277777777777778],[-0.06],[1],[0],[0],[1.6487263000000212],"['target', 'target']",3.0,0.0,9.0,2.0,28.063496800000053,,,,,,,,,,,28.037390800000026,28.063496800000053,0.0839869999999791,28.063496800000053,28.063496800000053,28.063496800000053,29.687186500000053,[0.05277777777777778],[-0.06],[1],[0],[0],[1.6487263000000212],"['target', 'target']",29.702741800000013,29.71088050000003,29.71088050000003,30.70047039999997,,,,,16.0,1.0,2026-02-05_11h53.25.921,visual_search,,2025.2.4,59.87063153935877,2026-02-05 11h53.26.645407 +0530,,16_visual_search_2026-02-05_11h53.04.319.csv,,,,
white,10.0,1.0,3.0,[-0.2],[-0.055],[1],[0],[0],[2.7055071999999427],"['target', 'target']",3.0,1.0,10.0,0.0,30.791673899999974,,,,,,,,,,,30.76465200000007,30.791673899999974,0.0771757999999636,30.791673899999974,30.791673899999974,30.791673899999974,33.471336000000065,[-0.2],[-0.055],[1],[0],[0],[2.7055071999999427],"['target', 'target']",33.483182000000056,33.49024650000001,33.49024650000001,34.48476879999998,,,,,16.0,1.0,2026-02-05_11h53.25.921,visual_search,,2025.2.4,59.87063153935877,2026-02-05 11h53.26.645407 +0530,,16_visual_search_2026-02-05_11h53.04.319.csv,,,,
white,11.0,2.0,3.0,[-0.08],[0.22722222222222221],[1],[0],[0],[1.2990346999999929],"['target', 'target']",3.0,2.0,11.0,1.0,34.57765660000007,,,,,,,,,,,34.5550829,34.57765660000007,0.0834575000000086,34.57765660000007,34.57765660000007,34.57765660000007,35.85506770000006,[-0.08],[0.22722222222222221],[1],[0],[0],[1.2990346999999929],"['target', 'target']",35.86742300000003,35.874540600000046,35.874540600000046,36.868669700000055,,,,,16.0,1.0,2026-02-05_11h53.25.921,visual_search,,2025.2.4,59.87063153935877,2026-02-05 11h53.26.645407 +0530,,16_visual_search_2026-02-05_11h53.04.319.csv,,,,
red,12.0,0.0,4.0,[0.1238888888888889],[0.2011111111111111],[1],[0],[0],[2.24555399999997],"['target', 'target']",4.0,0.0,12.0,2.0,36.95145020000007,,,,,,,,,,,36.92600230000005,36.95145020000007,0.0706457999999656,36.95145020000007,36.95145020000007,36.95145020000007,39.17240860000004,[0.1238888888888889],[0.2011111111111111],[1],[0],[0],[2.24555399999997],"['target', 'target']",39.18499129999998,39.19300420000002,39.19300420000002,40.18630500000006,,,,,16.0,1.0,2026-02-05_11h53.25.921,visual_search,,2025.2.4,59.87063153935877,2026-02-05 11h53.26.645407 +0530,,16_visual_search_2026-02-05_11h53.04.319.csv,,,,
white,13.0,1.0,4.0,[-0.021111111111111112],[0.03333333333333333],[1],[0],[0],[1.70506110000008],"['target', 'target']",4.0,1.0,13.0,0.0,40.27761240000007,,,,,,,,,,,40.25049220000005,40.27761240000007,0.077847199999951,40.27761240000007,40.27761240000007,40.27761240000007,41.95720700000004,[-0.021111111111111112],[0.03333333333333333],[1],[0],[0],[1.70506110000008],"['target', 'target']",41.97352969999997,41.981135600000016,41.981135600000016,42.97080189999997,,,,,16.0,1.0,2026-02-05_11h53.25.921,visual_search,,2025.2.4,59.87063153935877,2026-02-05 11h53.26.645407 +0530,,16_visual_search_2026-02-05_11h53.04.319.csv,,,,
white,14.0,2.0,4.0,[-0.205],[0.075],[1],[0],[0],[1.9838614000000234],"['target', 'target']",4.0,2.0,14.0,1.0,43.06260929999996,,,,,,,,,,,43.04005630000006,43.06260929999996,0.0821356999999807,43.06260929999996,43.06260929999996,43.06260929999996,45.0252514,[-0.205],[0.075],[1],[0],[0],[1.9838614000000234],"['target', 'target']",45.03936329999999,45.046060200000056,45.046060200000056,46.03846199999998,,,,,16.0,1.0,2026-02-05_11h53.25.921,visual_search,,2025.2.4,59.87063153935877,2026-02-05 11h53.26.645407 +0530,,16_visual_search_2026-02-05_11h53.04.319.csv,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.04546170000003,46.05427280000004,,,,,,,,,,16_visual_search_2026-02-05_11h53.04.319.csv,,,,
,,,,,,,,,,,,,,,,,0.0043248000001767,0.0101861999992252,0.0044748000000254,5.306296599999769,0.0716666666666666,-0.2455555555555555,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,17.0,1.0,2026-02-05_12h38.52.432,visual_search,,2024.1.5,,2026-02-05 12h39.51.014933 +0530,,17_visual_search_2026-02-05_12h38.52.432.csv,,,,
white,,,,[0.14944444444444444],[0.26055555555555554],[1],[0],[0],[1.6216268000007403],['target'],0.0,0.0,0.0,1.0,5.424061300000176,,,,,,,,,,,5.350809400000799,5.424061300000176,0.1028079000006982,5.424061300000176,5.424061300000176,5.424061300000176,7.031859099999565,,,,,,,,7.034246499999426,7.051757999999609,7.051757999999609,8.037804300000062,,,,,17.0,1.0,2026-02-05_12h38.52.432,visual_search,,2024.1.5,,2026-02-05 12h39.51.014933 +0530,,17_visual_search_2026-02-05_12h38.52.432.csv,,,,
red,,,,[0.22111111111111112],[0.20222222222222222],[1],[0],[0],[0.9786853000005067],['target'],0.0,1.0,1.0,2.0,8.103609699999652,,,,,,,,,,,8.038404299999456,8.103609699999652,0.0492188999996869,8.103609699999652,8.103609699999652,8.103609699999652,9.062850199999955,,,,,,,,9.063665800000308,9.0827491,9.0827491,10.070488400000611,,,,,17.0,1.0,2026-02-05_12h38.52.432,visual_search,,2024.1.5,,2026-02-05 12h39.51.014933 +0530,,17_visual_search_2026-02-05_12h38.52.432.csv,,,,
white,,,,[-0.13333333333333333],[-0.09444444444444444],[1],[0],[0],[1.4654468999997334],['target'],0.0,2.0,2.0,0.0,10.116669000000911,,,,,,,,,,,10.0707225999995,10.116669000000911,0.0386270999988482,10.116669000000911,10.116669000000911,10.116669000000911,11.56827019999946,,,,,,,,11.568985399999292,11.583778500000337,11.583778500000337,12.570640300000376,,,,,17.0,1.0,2026-02-05_12h38.52.432,visual_search,,2024.1.5,,2026-02-05 12h39.51.014933 +0530,,17_visual_search_2026-02-05_12h38.52.432.csv,,,,
red,,,,[0.03166666666666667],[-0.1361111111111111],[1],[0],[0],[0.9384511999996903],['target'],1.0,0.0,3.0,2.0,12.63410379999914,,,,,,,,,,,12.57115039999917,12.63410379999914,0.0468209000009665,12.63410379999914,12.63410379999914,12.63410379999914,13.55477029999929,,,,,,,,13.555756499999916,13.569001100000603,13.569001100000603,14.559051700000056,,,,,17.0,1.0,2026-02-05_12h38.52.432,visual_search,,2024.1.5,,2026-02-05 12h39.51.014933 +0530,,17_visual_search_2026-02-05_12h38.52.432.csv,,,,
white,,,,[0.1738888888888889],[0.06166666666666667],[1],[0],[0],[1.374068900000566],['target'],1.0,1.0,4.0,1.0,14.63119259999985,,,,,,,,,,,14.559592899999188,14.63119259999985,0.0559613999994326,14.63119259999985,14.63119259999985,14.63119259999985,15.986499399999955,,,,,,,,15.98722479999924,16.002208800000517,16.002208800000517,16.99230709999938,,,,,17.0,1.0,2026-02-05_12h38.52.432,visual_search,,2024.1.5,,2026-02-05 12h39.51.014933 +0530,,17_visual_search_2026-02-05_12h38.52.432.csv,,,,
white,,,,[-0.027777777777777776],[0.017222222222222222],[1],[0],[0],[1.015136199999688],['target'],1.0,2.0,5.0,0.0,17.062433400000373,,,,,,,,,,,16.992852699999276,17.062433400000373,0.0579139000001305,17.062433400000373,17.062433400000373,17.062433400000373,18.060830300000816,,,,,,,,18.06160199999977,18.075377499999377,18.075377499999377,19.05912429999989,19.131786199999624,19.131786199999624,,,17.0,1.0,2026-02-05_12h38.52.432,visual_search,,2024.1.5,,2026-02-05 12h39.51.014933 +0530,,17_visual_search_2026-02-05_12h38.52.432.csv,,,,
red,,,,[0.08388888888888889],[0.008333333333333333],[1],[0],[0],[1.1688482000008662],['target'],2.0,0.0,6.0,2.0,19.131786199999624,,,,,,,,,,,19.059743199999502,19.131786199999624,0.0505128999993758,19.131786199999624,19.131786199999624,19.131786199999624,20.28146039999956,,,,,,,,20.28215780000028,20.29565410000032,20.29565410000032,21.281137600000875,21.353932100000748,21.353932100000748,,,17.0,1.0,2026-02-05_12h38.52.432,visual_search,,2024.1.5,,2026-02-05 12h39.51.014933 +0530,,17_visual_search_2026-02-05_12h38.52.432.csv,,,,
white,,,,[-0.15722222222222224],[0.20277777777777778],[1],[0],[0],[1.335963300000003],['target'],2.0,1.0,7.0,1.0,21.353932100000748,,,,,,,,,,,21.28163700000005,21.353932100000748,0.0512582999999722,21.353932100000748,21.353932100000748,21.353932100000748,22.66971569999987,,,,,,,,22.67011730000013,22.68040099999962,22.68040099999962,23.66954760000044,23.740408600000592,23.740408600000592,,,17.0,1.0,2026-02-05_12h38.52.432,visual_search,,2024.1.5,,2026-02-05 12h39.51.014933 +0530,,17_visual_search_2026-02-05_12h38.52.432.csv,,,,
white,,,,[-0.07777777777777778],[-0.12777777777777777],[1],[0],[0],[1.2826650000006339],['target'],2.0,2.0,8.0,0.0,23.740408600000592,,,,,,,,,,,23.670180999999506,23.740408600000592,0.0495742000002792,23.740408600000592,23.740408600000592,23.740408600000592,25.00286129999949,,,,,,,,25.003557599999112,25.01734310000029,25.01734310000029,26.002426999999443,26.07370649999939,26.07370649999939,,,17.0,1.0,2026-02-05_12h38.52.432,visual_search,,2024.1.5,,2026-02-05 12h39.51.014933 +0530,,17_visual_search_2026-02-05_12h38.52.432.csv,,,,
white,,,,[-0.06277777777777778],[0.14],[1],[0],[0],[1.1246895999993285],['target'],3.0,0.0,9.0,1.0,26.07370649999939,,,,,,,,,,,26.00298769999972,26.07370649999939,0.0480556000002252,26.07370649999939,26.07370649999939,26.07370649999939,27.17698829999972,,,,,,,,27.17769849999968,27.193597699999373,27.193597699999373,28.179284100000583,,,,,17.0,1.0,2026-02-05_12h38.52.432,visual_search,,2024.1.5,,2026-02-05 12h39.51.014933 +0530,,17_visual_search_2026-02-05_12h38.52.432.csv,,,,
white,,,,[0.1461111111111111],[-0.2127777777777778],[1],[0],[0],[1.0646844000002602],['target'],3.0,1.0,10.0,0.0,28.251564100000905,,,,,,,,,,,28.179817599999296,28.251564100000905,0.0569278000002668,28.251564100000905,28.251564100000905,28.251564100000905,29.29968159999953,,,,,,,,29.300207899999805,29.310715800000253,29.310715800000253,30.30122619999929,,,,,17.0,1.0,2026-02-05_12h38.52.432,visual_search,,2024.1.5,,2026-02-05 12h39.51.014933 +0530,,17_visual_search_2026-02-05_12h38.52.432.csv,,,,
red,,,,[-0.015],[0.03611111111111111],[1],[0],[0],[0.9924308999998175],['target'],3.0,2.0,11.0,2.0,30.371155799999546,,,,,,,,,,,30.30175190000045,30.371155799999546,0.0509987000004912,30.371155799999546,30.371155799999546,30.371155799999546,31.34436319999986,,,,,,,,31.34504150000066,31.359139800000776,31.359139800000776,32.345358900000065,,,,,17.0,1.0,2026-02-05_12h38.52.432,visual_search,,2024.1.5,,2026-02-05 12h39.51.014933 +0530,,17_visual_search_2026-02-05_12h38.52.432.csv,,,,
red,,,,[0.005555555555555556],[-0.07555555555555556],[1],[0],[0],[0.9478830999996717],['target'],4.0,0.0,12.0,2.0,32.41622429999916,,,,,,,,,,,32.34593800000039,32.41622429999916,0.0513902000002417,32.41622429999916,32.41622429999916,32.41622429999916,33.344807800000126,,,,,,,,33.34546389999923,33.35985179999989,33.35985179999989,34.34608669999943,34.40819449999981,34.40819449999981,,,17.0,1.0,2026-02-05_12h38.52.432,visual_search,,2024.1.5,,2026-02-05 12h39.51.014933 +0530,,17_visual_search_2026-02-05_12h38.52.432.csv,,,,
