Game,Metric,Test,Statistic,p,Significant
Single_Phone,RT,Pearson Trend,0.8345571474120239,0.00010900033808025618,True
Single_Phone,Accuracy,Spearman Trend,-0.61592754987797,0.014494814179352411,True
Single_Phone,RT,RM ANOVA,19.57322411703391,1.1102230246251565e-16,True
Single_Phone,Accuracy,Friedman,44.26339066339106,5.368160814478216e-05,True
Multiple_Phone,RT,Pearson Trend,0.7646686539179515,0.0014450317823254091,True
Multiple_Phone,Accuracy,Spearman Trend,-0.7494505494505495,0.0020301455491006457,True
Multiple_Phone,RT,RM ANOVA,39.29652847678452,1.1102230246251565e-16,True
Multiple_Phone,Accuracy,Friedman,46.78666666666658,4.300545377333173e-07,True
